STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,nrg_prc,Components of energy prices,nrg_cons,Energy consumption,currency,Currency,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,MK,North Macedonia,2023,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,MT,Malta,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,MT,Malta,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,MT,Malta,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,MT,Malta,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,MT,Malta,2021,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,MT,Malta,2022,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,MT,Malta,2023,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,MT,Malta,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,NL,Netherlands,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,NL,Netherlands,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,NL,Netherlands,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,NL,Netherlands,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,NL,Netherlands,2021,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,NL,Netherlands,2022,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,NL,Netherlands,2023,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,NL,Netherlands,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,NO,Norway,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,NO,Norway,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,NO,Norway,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,NO,Norway,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,NO,Norway,2021,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,NO,Norway,2022,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,NO,Norway,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PL,Poland,2017,,0.0129,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PL,Poland,2018,,0.0116,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PL,Poland,2019,,0.0041,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PL,Poland,2020,,0.0047,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PL,Poland,2021,,0.0082,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PL,Poland,2022,,0.0088,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PL,Poland,2023,,0.0141,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PL,Poland,2024,,0.0190,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PT,Portugal,2017,,0.0222,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PT,Portugal,2018,,0.0296,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PT,Portugal,2019,,0.0176,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PT,Portugal,2020,,0.0219,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PT,Portugal,2021,,-0.0001,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PT,Portugal,2022,,-0.0522,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PT,Portugal,2023,,-0.0439,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,PT,Portugal,2024,,0.0064,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RO,Romania,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RO,Romania,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RO,Romania,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RO,Romania,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RO,Romania,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RS,Serbia,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RS,Serbia,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RS,Serbia,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RS,Serbia,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RS,Serbia,2021,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RS,Serbia,2022,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RS,Serbia,2023,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,RS,Serbia,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SE,Sweden,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SE,Sweden,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SE,Sweden,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SE,Sweden,2023,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SE,Sweden,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SI,Slovenia,2017,,0.0001,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SI,Slovenia,2018,,0.0001,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SI,Slovenia,2019,,0.0001,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SI,Slovenia,2020,,0.0001,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SI,Slovenia,2021,,0.0001,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SI,Slovenia,2022,,0.0001,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SI,Slovenia,2023,,0.0001,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SI,Slovenia,2024,,0.0001,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SK,Slovakia,2017,,0.0117,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SK,Slovakia,2018,,0.0118,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SK,Slovakia,2019,,0.0114,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SK,Slovakia,2020,,0.0117,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SK,Slovakia,2021,,0.0119,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SK,Slovakia,2022,,0.0163,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SK,Slovakia,2023,,0.0273,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,SK,Slovakia,2024,,0.0095,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,TR,Türkiye,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,TR,Türkiye,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,TR,Türkiye,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,TR,Türkiye,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,TR,Türkiye,2021,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,TR,Türkiye,2022,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,TR,Türkiye,2023,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,TR,Türkiye,2024,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,UA,Ukraine,2020,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,UK,United Kingdom,2017,,0.0004,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,UK,United Kingdom,2018,,0.0016,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,UK,United Kingdom,2019,,0.0025,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,XK,Kosovo*,2017,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,XK,Kosovo*,2018,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_CAP,Capacity taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,XK,Kosovo*,2019,,0.0000,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_ENV,Environmental taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AL,Albania,2020,,0.0000,,e,estimated,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_ENV,Environmental taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AL,Albania,2021,,0.0000,,e,estimated,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_ENV,Environmental taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AL,Albania,2023,,0.0000,,e,estimated,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_ENV,Environmental taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AL,Albania,2024,,0.0000,,e,estimated,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_ENV,Environmental taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AT,Austria,2017,,0.0150,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_ENV,Environmental taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AT,Austria,2018,,0.0150,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_ENV,Environmental taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AT,Austria,2019,,0.0150,,,,,
dataflow,ESTAT:NRG_PC_205_C$DEFAULTVIEW(1.0),Electricity prices components for non-household consumers - annual data (from 2007 onwards),A,Annual,TAX_ENV,Environmental taxes,MWH_LT20,Consumption less than 20 MWh - band IA,EUR,Euro,AT,Austria,2020,,0.0150,,,,,
